filename , look_vec_x, look_vec_y, look_vec_z, pupil_size   , attention
2584.json, -0.4269   , -0.2434   , -0.8709   , -0.001470037 ,         0
2585.json, -0.7293   , -0.4154   , -0.5437   , 0.1041207    ,         0
2586.json, -0.0846   , 0.0383    , -0.9957   , 0.05815485   ,         1
2587.json, -0.4832   , 0.2139    , -0.849    , 0.2082916    ,         0
2588.json, 0.5212    , 0.1122    , -0.846    , -0.120356    ,         0
2589.json, -0.2833   , 0.409     , -0.8675   , -0.09404107  ,         0
259.json , -0.2614   , 0.081     , -0.9618   , -0.2303325   ,         0
2590.json, -0.5196   , -0.0297   , -0.8539   , 0.157076     ,         0
2591.json, -0.5549   , -0.1926   , -0.8093   , 0.07033203   ,         0
2592.json, 0.3086    , -0.2358   , -0.9215   , 0.2880102    ,         0
2593.json, 0.4889    , -0.2226   , -0.8435   , -0.2262767   ,         0
2594.json, 0.1996    , -0.1984   , -0.9596   , 0.02776839   ,         0
2595.json, 0.7554    , 0.028     , -0.6546   , -0.1834473   ,         0
2596.json, 0.1197    , 0.1572    , -0.9803   , -0.1217331   ,         1
2597.json, 0.2127    , 0.0669    , -0.9748   , -0.2225889   ,         0
2598.json, 0.5385    , 0.1984    , -0.819    , -0.2188773   ,         0
2599.json, -0.7023   , -0.0143   , -0.7118   , -0.09912287  ,         0
26.json  , -0.6519   , 0.0504    , -0.7566   , 0.06686254   ,         0
260.json , 0.2051    , -0.0178   , -0.9786   , -0.1350826   ,         0
2600.json, 0.226     , -0.3381   , -0.9136   , 0.08360509   ,         0
2601.json, -0.1353   , -0.2737   , -0.9523   , -0.2209339   ,         0
2602.json, 0.6675    , 0.3547    , -0.6547   , -0.1276332   ,         0
2603.json, -0.6527   , -0.1609   , -0.7403   , -0.02103242  ,         0
2604.json, 0.69      , 0.323     , -0.6477   , -0.1568309   ,         0
2605.json, -0.1743   , -0.3613   , -0.916    , 0.2711691    ,         0
2606.json, -0.2054   , -0.0291   , -0.9782   , 0.03312286   ,         0
2607.json, 0.2874    , 0.0011    , -0.9578   , 0.1838595    ,         0
2608.json, -0.2088   , -0.2939   , -0.9327   , 0.003335293  ,         0
2609.json, 0.2172    , 0.5481    , -0.8077   , 0.1545329    ,         0
261.json , 0.4371    , -0.3505   , -0.8283   , -0.2377436   ,         0
2610.json, -0.1258   , -0.2788   , -0.9521   , 0.1348765    ,         0
2611.json, -0.1656   , 0.4904    , -0.8556   , 0.2310145    ,         0
2612.json, -0.2435   , -0.1668   , -0.9554   , -0.1680319   ,         0
2613.json, 0.4972    , -0.112    , -0.8604   , -0.05589874  ,         0
2614.json, -0.1781   , 0.1449    , -0.9733   , 0.1572489    ,         0
2615.json, -0.002    , 0.004     , -1.0      , -0.3621326   ,         1
2616.json, -0.3088   , 0.6165    , -0.7243   , -0.04614222  ,         0
2617.json, -0.1133   , 0.3633    , -0.9248   , 0.4331113    ,         0
2618.json, -0.1145   , 0.1088    , -0.9874   , 0.1142729    ,         1
2619.json, -0.338    , -0.0056   , -0.9411   , -0.02673325  ,         0
262.json , -0.08     , -0.2408   , -0.9673   , -0.04487499  ,         0
2620.json, -0.3264   , -0.2279   , -0.9173   , -0.3482287   ,         0
2621.json, -0.4099   , 0.2652    , -0.8727   , -0.1662064   ,         0
2622.json, 0.4583    , -0.2216   , -0.8608   , 0.04885533   ,         0
2623.json, -0.4487   , 0.3576    , -0.819    , -0.1508102   ,         0
2624.json, 0.6784    , 0.5666    , -0.4678   , 0.1582196    ,         0
2625.json, 0.308     , -0.327    , -0.8934   , 0.337122     ,         0
2626.json, 0.7952    , 0.3995    , -0.4561   , -0.00244517  ,         0
2627.json, 0.0103    , -0.2757   , -0.9612   , 0.05668837   ,         0
2628.json, 0.5003    , -0.0552   , -0.8641   , 0.03974863   ,         0
2629.json, 0.1428    , 0.4254    , -0.8937   , -0.3456106   ,         0
263.json , 0.1075    , -0.5011   , -0.8587   , -0.1684277   ,         0
2630.json, 0.0282    , 0.6122    , -0.7902   , -0.009131325 ,         0
2631.json, 0.047     , 0.1253    , -0.991    , -0.0920263   ,         1
2632.json, 0.212     , -0.2905   , -0.9331   , -0.1670923   ,         0
2633.json, 0.3329    , 0.3042    , -0.8925   , 0.2724797    ,         0
2634.json, -0.4928   , 0.2189    , -0.8422   , 0.07246881   ,         0
2635.json, 0.2581    , -0.2043   , -0.9443   , 0.2012962    ,         0
2636.json, 0.8682    , -0.0066   , -0.4962   , -0.002913283 ,         0
2637.json, -0.4999   , 0.1061    , -0.8596   , -0.1376288   ,         0
2638.json, -0.0303   , -0.2702   , -0.9623   , -0.2319146   ,         0
2639.json, 0.5572    , 0.5595    , -0.6136   , 0.1513819    ,         0
264.json , -0.5498   , -0.2978   , -0.7804   , 0.1366428    ,         0
2640.json, 0.503     , 0.3377    , -0.7956   , -0.1388941   ,         0
2641.json, 0.2182    , -0.2845   , -0.9335   , 0.005713217  ,         0
2642.json, 0.5112    , -0.6318   , -0.5826   , -0.01800588  ,         0
2643.json, 0.8524    , -0.0462   , -0.5208   , -0.1067066   ,         0
2644.json, -0.4195   , 0.3822    , -0.8234   , -0.1823145   ,         0
2645.json, 0.562     , -0.2016   , -0.8022   , -0.2536403   ,         0
2646.json, 0.5179    , -0.6328   , -0.5756   , 0.1024988    ,         0
2647.json, -0.8771   , 0.3198    , -0.3584   , -0.06845171  ,         0
2648.json, 0.5625    , -0.1206   , -0.818    , -0.393736    ,         0
2649.json, 0.3561    , 0.2425    , -0.9024   , -0.3603067   ,         0
265.json , -0.5911   , -0.0696   , -0.8036   , -0.1614702   ,         0
2650.json, -0.6862   , 0.417     , -0.5959   , 0.05537275   ,         0
2651.json, 0.4009    , 0.1408    , -0.9052   , 0.09372619   ,         0
2652.json, 0.4195    , 0.0937    , -0.9029   , -0.1383205   ,         0
2653.json, -0.6451   , 0.3347    , -0.6869   , -0.08902038  ,         0
2654.json, 0.1723    , 0.0039    , -0.985    , -6.988207e-05,         1
2655.json, 0.294     , -0.3214   , -0.9002   , 0.2196707    ,         0
2656.json, -0.1466   , 0.1848    , -0.9718   , -0.08176642  ,         0
2657.json, -0.0976   , -0.1943   , -0.9761   , 0.06339774   ,         0
2658.json, -0.2578   , 0.0343    , -0.9656   , -0.3351321   ,         0
2659.json, -0.573    , 0.4062    , -0.7118   , 0.2147236    ,         0
266.json , 0.5377    , 0.1845    , -0.8227   , 0.1023459    ,         0
2660.json, -0.3939   , -0.0998   , -0.9137   , 0.0218392    ,         0
2661.json, -0.3767   , 0.6627    , -0.6473   , 0.435767     ,         0
2662.json, -0.4304   , -0.3562   , -0.8294   , -0.1047261   ,         0
2663.json, 0.488     , 0.5682    , -0.6626   , 0.2397017    ,         0
2664.json, -0.8193   , 0.3629    , -0.4439   , 0.1018766    ,         0
2665.json, -0.2125   , -0.4352   , -0.8749   , -0.05455591  ,         0
2666.json, 0.1638    , -0.577    , -0.8002   , 0.04115328   ,         0
2667.json, -0.0709   , -0.5052   , -0.8601   , -0.3333662   ,         0
2668.json, 0.889     , 0.1568    , -0.4302   , 0.1360832    ,         0
2669.json, 0.4523    , 0.243     , -0.8581   , -0.1154845   ,         0
267.json , -0.6813   , -0.0668   , -0.7289   , 0.1482818    ,         0
2670.json, -0.4834   , 0.0495    , -0.874    , 0.2806548    ,         0
2671.json, -0.3106   , 0.5942    , -0.742    , 0.2244364    ,         0
2672.json, -0.3615   , 0.3444    , -0.8664   , -0.01489006  ,         0
2673.json, -0.1438   , -0.1789   , -0.9733   , 0.183775     ,         0
2674.json, -0.1242   , 0.6229    , -0.7724   , -0.08093717  ,         0
2675.json, 0.4008    , -0.1662   , -0.901    , -0.2122445   ,         0
2676.json, 0.1535    , 0.3512    , -0.9236   , 0.2675421    ,         0
2677.json, -0.2775   , -0.3182   , -0.9065   , -0.1818957   ,         0
2678.json, 0.3656    , -0.566    , -0.7389   , -0.1063641   ,         0
2679.json, -0.5893   , -0.2707   , -0.7612   , -0.08156627  ,         0
268.json , -0.6548   , -0.1884   , -0.7319   , -0.3104507   ,         0
2680.json, -0.0778   , 0.4512    , -0.889    , -0.0620062   ,         0
2681.json, 0.4125    , 0.1543    , -0.8978   , 0.09966625   ,         0
2682.json, 0.0723    , 0.3728    , -0.9251   , 0.1314719    ,         0
2683.json, -0.611    , 0.3363    , -0.7167   , -0.09484251  ,         0
2684.json, 0.2963    , -0.3538   , -0.8871   , -0.2314931   ,         0
2685.json, 0.3044    , -0.5859   , -0.751    , -0.1333648   ,         0
2686.json, 0.5571    , -0.2745   , -0.7838   , 0.1488572    ,         0
2687.json, -0.8412   , 0.3181    , -0.4372   , 0.03960888   ,         0
2688.json, -0.1654   , 0.7339    , -0.6588   , -0.1702033   ,         0
2689.json, -0.2601   , -0.3538   , -0.8984   , 0.1138902    ,         0
269.json , -0.294    , -0.4176   , -0.8598   , -0.2033361   ,         0
2690.json, -0.3363   , 0.6039    , -0.7226   , -0.3575739   ,         0
2691.json, 0.3424    , -0.6942   , -0.6331   , -0.1735472   ,         0
2692.json, 0.2147    , -0.7414   , -0.6358   , 0.03247416   ,         0
2693.json, -0.8208   , 0.316     , -0.4758   , -0.1489996   ,         0
2694.json, 0.7385    , -0.0746   , -0.6701   , 0.1830139    ,         0
2695.json, 0.2034    , -0.1493   , -0.9677   , 0.143968     ,         0
2696.json, -0.2513   , 0.1777    , -0.9515   , -0.05495506  ,         0
2697.json, 0.301     , 0.151     , -0.9416   , 0.06493695   ,         0
2698.json, 0.0662    , 0.4814    , -0.874    , 0.1441329    ,         0
2699.json, -0.5187   , 0.5215    , -0.6774   , -0.08513255  ,         0
27.json  , 0.8342    , -0.2016   , -0.5132   , -0.09870888  ,         0
270.json , 0.6519    , 0.2903    , -0.7005   , 0.1835489    ,         0
2700.json, -0.661    , 0.0196    , -0.7501   , -0.1404866   ,         0
2701.json, -0.9224   , -0.0383   , -0.3844   , 0.04659341   ,         0
2702.json, 0.6394    , -0.261    , -0.7232   , 0.002414068  ,         0
2703.json, -0.3792   , 0.2845    , -0.8805   , -0.2058669   ,         0
2704.json, -0.4422   , -0.4924   , -0.7497   , -0.01515371  ,         0
2705.json, 0.0797    , -0.4388   , -0.895    , -0.1858519   ,         0
2706.json, -0.8457   , 0.3336    , -0.4165   , -0.1472134   ,         0
2707.json, -0.0032   , -0.3454   , -0.9384   , -0.06603497  ,         0
2708.json, 0.16      , -0.2646   , -0.951    , -0.2477684   ,         0
2709.json, -0.4043   , 0.2261    , -0.8863   , 0.06720824   ,         0
271.json , -0.3281   , 0.419     , -0.8466   , 0.1751407    ,         0
2710.json, 0.2467    , 0.3066    , -0.9193   , 0.0511665    ,         0
2711.json, -0.275    , 0.2238    , -0.935    , -0.2680036   ,         0
2712.json, -0.3754   , -0.4528   , -0.8087   , -0.01686193  ,         0
2713.json, -0.3264   , -0.2117   , -0.9212   , -0.01750379  ,         0
2714.json, 0.7484    , -0.4915   , -0.4453   , 0.1066533    ,         0
2715.json, 0.4069    , 0.4178    , -0.8123   , 0.2921818    ,         0
2716.json, -0.58     , -0.1088   , -0.8073   , 0.07123782   ,         0
2717.json, -0.262    , -0.3665   , -0.8928   , -0.1016259   ,         0
2718.json, -0.8162   , -0.233    , -0.5288   , 0.1377799    ,         0
2719.json, 0.132     , 0.0407    , -0.9904   , -0.1990706   ,         1
272.json , -0.1595   , 0.2927    , -0.9428   , -0.05438814  ,         0
2720.json, 0.5249    , 0.2451    , -0.8151   , 0.08979115   ,         0
2721.json, 0.198     , 0.5933    , -0.7802   , 0.2565932    ,         0
2722.json, -0.6626   , -0.5142   , -0.5445   , -0.3905118   ,         0
2723.json, 0.4747    , 0.3575    , -0.8043   , 0.06420215   ,         0
2724.json, 0.6093    , -0.4543   , -0.6499   , -0.1981933   ,         0
2725.json, -0.0762   , 0.2166    , -0.9733   , 0.171629     ,         0
2726.json, -0.4443   , -0.0865   , -0.8917   , -0.178287    ,         0
2727.json, 0.1766    , 0.3751    , -0.91     , 0.3212744    ,         0
2728.json, -0.0917   , -0.3414   , -0.9354   , -0.2269631   ,         0
2729.json, 0.6939    , 0.5271    , -0.4906   , -0.05709371  ,         0
273.json , -0.0092   , 0.4858    , -0.874    , -0.04506026  ,         0
2730.json, -0.3669   , -0.5375   , -0.7592   , 0.06662388   ,         0
2731.json, 0.3094    , 0.2665    , -0.9128   , 0.03562789   ,         0
2732.json, 0.1733    , 0.0956    , -0.9802   , 0.03778205   ,         1
2733.json, -0.1195   , 0.4327    , -0.8936   , 0.06990451   ,         0
2734.json, -0.0481   , -0.1004   , -0.9938   , -0.2546749   ,         1
2735.json, -0.1244   , 0.6232    , -0.7721   , 0.319809     ,         0
2736.json, 0.2031    , 0.2976    , -0.9328   , -0.06307644  ,         0
2737.json, 0.6447    , 0.4016    , -0.6504   , -0.17899     ,         0
2738.json, -0.1186   , -0.157    , -0.9805   , -0.2503029   ,         1
2739.json, -0.1071   , -0.3832   , -0.9174   , -0.1304976   ,         0
274.json , -0.1536   , 0.1286    , -0.9797   , 0.2915735    ,         0
2740.json, 0.081     , -0.4846   , -0.871    , -0.08639844  ,         0
2741.json, 0.3585    , -0.1746   , -0.9171   , 0.1070238    ,         0
2742.json, -0.1568   , 0.4859    , -0.8598   , 0.02405728   ,         0
2743.json, 0.6133    , -0.3851   , -0.6896   , 0.1438374    ,         0
2744.json, 0.691     , 0.4743    , -0.5455   , 0.1155279    ,         0
2745.json, 0.2006    , -0.2998   , -0.9327   , -0.05110936  ,         0
2746.json, 0.5085    , 0.0547    , -0.8593   , -0.2521049   ,         0
2747.json, -0.5971   , -0.0392   , -0.8012   , -0.07442826  ,         0
2748.json, 0.5831    , -0.3541   , -0.7312   , -0.3259893   ,         0
2749.json, -0.5024   , -0.1964   , -0.842    , -0.244494    ,         0
275.json , 0.0466    , 0.39      , -0.9196   , 0.0652321    ,         0
2750.json, 0.0848    , -0.2157   , -0.9728   , 0.1654409    ,         0
2751.json, -0.4994   , 0.4046    , -0.7661   , -0.01379656  ,         0
2752.json, -0.5008   , 0.116     , -0.8578   , -0.272385    ,         0
2753.json, 0.2212    , 0.0152    , -0.9751   , 0.1004849    ,         0
2754.json, 0.5444    , 0.5693    , -0.6161   , 0.420433     ,         0
2755.json, -0.7127   , 0.2317    , -0.6621   , 0.1364856    ,         0
2756.json, -0.3183   , -0.4012   , -0.8589   , 0.1613786    ,         0
2757.json, 0.7281    , 0.1989    , -0.656    , 0.1538153    ,         0
2758.json, -0.6705   , 0.1104    , -0.7336   , -0.02170823  ,         0
2759.json, -0.3046   , -0.3146   , -0.899    , 0.1783225    ,         0
276.json , 0.2019    , 0.0831    , -0.9759   , 0.07259807   ,         0
2760.json, -0.7548   , -0.0408   , -0.6547   , 0.1029684    ,         0
2761.json, -0.6494   , 0.439     , -0.6209   , 0.08690243   ,         0
2762.json, -0.1939   , 0.0398    , -0.9802   , 0.3369945    ,         1
2763.json, -0.7776   , 0.1036    , -0.6202   , -0.133681    ,         0
2764.json, 0.2623    , 0.1742    , -0.9491   , 0.03924685   ,         0
2765.json, 0.4328    , -0.0191   , -0.9013   , 0.1121334    ,         0
2766.json, -0.5546   , 0.5321    , -0.6397   , -0.1502088   ,         0
2767.json, -0.1293   , 0.0626    , -0.9896   , -0.1021566   ,         1
2768.json, -0.1166   , 0.4343    , -0.8932   , -0.380693    ,         0
2769.json, 0.7977    , 0.1039    , -0.594    , -0.576873    ,         0
277.json , -0.0421   , -0.1758   , -0.9835   , 0.3225724    ,         1
2770.json, 0.249     , 0.2075    , -0.946    , -0.1603456   ,         0
2771.json, -0.4251   , 0.2738    , -0.8627   , -0.3395857   ,         0
2772.json, 0.4241    , -0.5336   , -0.7317   , 0.284426     ,         0
2773.json, 0.5973    , -0.1715   , -0.7835   , 0.1326606    ,         0
2774.json, -0.302    , -0.5652   , -0.7677   , 0.08501779   ,         0
2775.json, 0.3705    , 0.3979    , -0.8393   , 0.09145124   ,         0
2776.json, -0.2573   , -0.6658   , -0.7004   , 0.01365458   ,         0
2777.json, -0.3435   , 0.0964    , -0.9342   , 0.1777091    ,         0
2778.json, 0.4246    , -0.3064   , -0.852    , -0.2064959   ,         0
2779.json, 0.7715    , 0.0184    , -0.636    , 0.08849704   ,         0
278.json , 0.4687    , 0.0318    , -0.8828   , -0.06871272  ,         0
2780.json, 0.2807    , -0.4249   , -0.8606   , -0.1646821   ,         0
2781.json, 0.0814    , 0.2179    , -0.9726   , -0.06275918  ,         0
2782.json, 0.6322    , 0.1998    , -0.7486   , -0.1909784   ,         0
2783.json, -0.1993   , 0.5546    , -0.8079   , -0.04018882  ,         0
2784.json, 0.05      , 0.3964    , -0.9167   , 0.1412895    ,         0
2785.json, 0.564     , -0.3341   , -0.7552   , 0.03769726   ,         0
2786.json, 0.0696    , 0.3135    , -0.947    , -0.2807045   ,         0
2787.json, -0.2904   , -0.04     , -0.9561   , 0.1638526    ,         0
2788.json, -0.8596   , 0.0756    , -0.5053   , 0.249213     ,         0
2789.json, -0.7837   , 0.4682    , -0.4081   , -0.09308022  ,         0
279.json , -0.4438   , 0.267     , -0.8554   , -0.4998046   ,         0
2790.json, -0.0508   , 0.2883    , -0.9562   , 0.09531079   ,         0
2791.json, 0.2521    , 0.0171    , -0.9675   , 0.1091168    ,         0
2792.json, -0.1261   , 0.0381    , -0.9913   , 0.1050944    ,         1
2793.json, -0.4286   , 0.0029    , -0.9035   , 0.08864207   ,         0
2794.json, 0.5108    , -0.6667   , -0.5428   , 0.07365226   ,         0
2795.json, 0.0642    , 0.4277    , -0.9016   , -0.2757808   ,         0
2796.json, 0.816     , -0.1002   , -0.5693   , 0.2877654    ,         0
2797.json, 0.3041    , 0.2869    , -0.9084   , 0.5410647    ,         0
2798.json, 0.5741    , 0.3793    , -0.7256   , -0.0291141   ,         0
2799.json, 0.0954    , -0.423    , -0.9011   , -0.1033745   ,         0
28.json  , 0.3463    , -0.0195   , -0.9379   , 0.1402245    ,         0
280.json , -0.301    , 0.328     , -0.8954   , 0.007583382  ,         0
2800.json, 0.1284    , 0.0674    , -0.9894   , 0.06654491   ,         1
2801.json, -0.2834   , -0.5861   , -0.759    , 0.0351749    ,         0
2802.json, -0.0481   , -0.224    , -0.9734   , 0.2246414    ,         0
2803.json, -0.7523   , 0.3062    , -0.5833   , -0.06160283  ,         0
2804.json, -0.1776   , 0.1011    , -0.9789   , -0.1866416   ,         0
2805.json, 0.4647    , -0.1326   , -0.8755   , 0.06081355   ,         0
2806.json, 0.681     , 0.0093    , -0.7322   , 0.1472481    ,         0
2807.json, -0.0127   , -0.1233   , -0.9923   , 0.01757156   ,         1
2808.json, 0.2919    , -0.612    , -0.735    , -0.3072843   ,         0
2809.json, -0.56     , -0.1883   , -0.8068   , -0.1028922   ,         0
281.json , -0.2743   , -0.4495   , -0.8501   , 0.08146765   ,         0
2810.json, -0.0684   , -0.4837   , -0.8726   , -0.1217411   ,         0
2811.json, 0.15      , -0.1548   , -0.9765   , -0.1829136   ,         0
2812.json, 0.2857    , -0.2736   , -0.9184   , -0.0241757   ,         0
2813.json, 0.3032    , -0.1335   , -0.9435   , 0.1367517    ,         0
2814.json, 0.2273    , 0.048     , -0.9726   , 0.09016806   ,         0
2815.json, 0.4559    , 0.2153    , -0.8636   , -0.2620888   ,         0
2816.json, -0.6491   , -0.1293   , -0.7497   , 0.3783957    ,         0
2817.json, -0.0416   , -0.0458   , -0.9981   , 0.04156518   ,         1
2818.json, 0.4267    , -0.2579   , -0.8668   , 0.08150078   ,         0
2819.json, -0.0283   , -0.1256   , -0.9917   , 0.04424563   ,         1
282.json , 0.1949    , -0.3823   , -0.9032   , -0.2678292   ,         0
2820.json, 0.3619    , -0.5362   , -0.7626   , -0.1901467   ,         0
2821.json, -0.7084   , -0.5      , -0.4981   , -0.1194136   ,         0
2822.json, 0.0627    , -0.0704   , -0.9955   , -0.389799    ,         1
2823.json, -0.1066   , 0.2537    , -0.9614   , 0.02266099   ,         0
2824.json, 0.2132    , 0.3644    , -0.9065   , 0.3329508    ,         0
2825.json, 0.5462    , 0.235     , -0.804    , 0.03859162   ,         0
2826.json, 0.4731    , -0.4057   , -0.782    , -0.2827609   ,         0
2827.json, -0.3175   , 0.4118    , -0.8542   , -0.1660667   ,         0
2828.json, 0.2233    , 0.4455    , -0.867    , 0.1633781    ,         0
2829.json, -0.1387   , -0.6989   , -0.7016   , 0.115845     ,         0
283.json , 0.103     , 0.412     , -0.9054   , -0.453868    ,         0
2830.json, -0.4265   , -0.066    , -0.9021   , -0.4392755   ,         0
2831.json, 0.1098    , -0.1817   , -0.9772   , -0.1641809   ,         0
2832.json, -0.5334   , -0.395    , -0.7479   , -0.09510258  ,         0
2833.json, -0.2012   , 0.3939    , -0.8969   , 0.4995068    ,         0
2834.json, 0.6918    , 0.4403    , -0.5722   , 0.008989965  ,         0
2835.json, 0.2127    , -0.5959   , -0.7744   , -0.0254079   ,         0
2836.json, 0.2973    , 0.42      , -0.8574   , 0.0699589    ,         0
2837.json, -0.0654   , 0.2832    , -0.9568   , -0.06381125  ,         0
2838.json, -0.613    , 0.0485    , -0.7886   , -0.09784245  ,         0
2839.json, -0.1006   , -0.7039   , -0.7031   , -0.4474543   ,         0
284.json , 0.3231    , 0.1723    , -0.9305   , 0.1257665    ,         0
2840.json, 0.8046    , 0.3592    , -0.4728   , -0.04383214  ,         0
2841.json, -0.425    , 0.2327    , -0.8748   , -0.01126823  ,         0
2842.json, 0.5437    , -0.3993   , -0.7382   , 0.1977665    ,         0
2843.json, -0.1587   , -0.0172   , -0.9872   , -0.1474581   ,         1
2844.json, 0.1315    , 0.1104    , -0.9851   , -0.2573089   ,         1
2845.json, 0.5024    , 0.3446    , -0.793    , -0.1335494   ,         0
2846.json, -0.4849   , 0.1725    , -0.8574   , 0.04203112   ,         0
2847.json, 0.0522    , -0.322    , -0.9453   , -0.01215319  ,         0
2848.json, -0.0717   , -0.1259   , -0.9894   , -0.0002689262,         1
2849.json, -0.4617   , -0.024    , -0.8867   , -0.1497261   ,         0
285.json , -0.7119   , 0.363     , -0.6012   , -0.008299287 ,         0
2850.json, -0.1927   , -0.4817   , -0.8549   , -0.01958532  ,         0
2851.json, -0.1308   , -0.2802   , -0.951    , -0.1561382   ,         0
2852.json, 0.3281    , 0.0717    , -0.9419   , -0.1169039   ,         0
2853.json, 0.0906    , -0.4498   , -0.8885   , 0.2132565    ,         0
2854.json, -0.5137   , -0.2575   , -0.8184   , 0.1311761    ,         0
2855.json, 0.3412    , -0.5648   , -0.7514   , -0.2326577   ,         0
2856.json, -0.2952   , 0.2857    , -0.9117   , 0.05764252   ,         0
2857.json, 0.0929    , -0.1328   , -0.9868   , 0.1359267    ,         1
2858.json, 0.0463    , -0.1532   , -0.9871   , 0.1321286    ,         1
2859.json, -0.6397   , -0.113    , -0.7603   , -0.1253399   ,         0
286.json , 0.6423    , -0.5017   , -0.5794   , -0.09111418  ,         0
2860.json, -0.2764   , -0.2265   , -0.934    , -0.3279628   ,         0
2861.json, -0.0858   , 0.4748    , -0.8759   , 0.07794936   ,         0
2862.json, -0.089    , -0.1233   , -0.9884   , 0.2516413    ,         1
2863.json, 0.7496    , -0.0926   , -0.6554   , -0.4014651   ,         0
2864.json, 0.5949    , 0.248     , -0.7646   , -0.2043058   ,         0
2865.json, 0.7249    , -0.1365   , -0.6752   , -0.2781133   ,         0
2866.json, 0.0549    , -0.0222   , -0.9982   , -0.314631    ,         1
2867.json, 0.7605    , 0.1393    , -0.6343   , 0.3034224    ,         0
2868.json, -0.1793   , 0.1775    , -0.9676   , 0.2471471    ,         0
2869.json, 0.301     , 0.2325    , -0.9248   , 0.06723736   ,         0
287.json , 0.3897    , -0.1166   , -0.9135   , -0.1388123   ,         0
2870.json, -0.5468   , -0.4257   , -0.721    , 0.149069     ,         0
2871.json, 0.0105    , 0.1686    , -0.9856   , 0.1471474    ,         1
2872.json, -0.2538   , -0.1905   , -0.9483   , -0.2058804   ,         0
2873.json, 0.6032    , 0.194     , -0.7737   , -0.02355088  ,         0
2874.json, 0.2352    , 0.1134    , -0.9653   , 0.1961897    ,         0
2875.json, 0.514     , 0.1453    , -0.8454   , -0.2706149   ,         0
2876.json, 0.2985    , -0.1294   , -0.9456   , 0.03909767   ,         0
2877.json, 0.544     , -0.1274   , -0.8293   , -0.1307863   ,         0
2878.json, 0.5181    , -0.0223   , -0.855    , 0.3210358    ,         0
2879.json, -0.2452   , 0.1947    , -0.9497   , -0.05114236  ,         0
288.json , -0.4414   , 0.2184    , -0.8703   , -0.1494011   ,         0
2880.json, 0.1321    , 0.2078    , -0.9692   , 0.2823269    ,         0
2881.json, -0.7507   , 0.4024    , -0.5239   , -0.09408865  ,         0
2882.json, -0.0406   , 0.0597    , -0.9974   , -0.1612292   ,         1
2883.json, -0.6809   , -0.175    , -0.7111   , -0.1561768   ,         0
2884.json, 0.3765    , -0.6139   , -0.6938   , 0.003972428  ,         0
2885.json, -0.701    , -0.2512   , -0.6675   , -0.006359751 ,         0
2886.json, -0.3617   , -0.1827   , -0.9142   , -0.3779644   ,         0
2887.json, 0.3423    , 0.0172    , -0.9394   , -0.0264295   ,         0
2888.json, 0.3463    , -0.6276   , -0.6972   , -0.1730392   ,         0
2889.json, -0.0963   , 0.0435    , -0.9944   , -0.197993    ,         1
289.json , 0.8579    , -0.2705   , -0.4368   , 0.2778851    ,         0
2890.json, -0.1282   , -0.027    , -0.9914   , -0.09310276  ,         1
2891.json, 0.3926    , 0.2408    , -0.8877   , -0.1718593   ,         0
2892.json, 0.1425    , -0.4329   , -0.8901   , -0.1108249   ,         0
2893.json, -0.3717   , 0.1707    , -0.9125   , 0.02863962   ,         0
2894.json, -0.012    , -0.1591   , -0.9872   , 0.4078285    ,         1
2895.json, 0.6565    , -0.1933   , -0.7292   , 0.2980407    ,         0
2896.json, 0.0518    , -0.3592   , -0.9318   , 0.1374264    ,         0
2897.json, -0.8938   , -0.12     , -0.4322   , -0.05176254  ,         0
2898.json, 0.0163    , 0.383     , -0.9236   , -0.2633563   ,         0
2899.json, -0.9017   , -0.2032   , -0.3816   , -0.03892022  ,         0
29.json  , 0.0072    , -0.1041   , -0.9945   , -0.1744307   ,         1
290.json , 0.2031    , 0.2799    , -0.9383   , -0.1581688   ,         0
2900.json, -0.464    , 0.2038    , -0.8621   , 0.2155417    ,         0
2901.json, -0.1815   , -0.0754   , -0.9805   , 0.2152678    ,         1
2902.json, 0.7395    , -0.5419   , -0.3995   , -0.0566042   ,         0
2903.json, 0.104     , -0.2967   , -0.9493   , -0.3995372   ,         0
2904.json, -0.4619   , 0.2131    , -0.861    , -0.1413831   ,         0
2905.json, -0.1052   , -0.1038   , -0.989    , 0.09092118   ,         1
2906.json, -0.1851   , 0.0441    , -0.9817   , 0.127211     ,         1
2907.json, 0.1787    , 0.1346    , -0.9747   , 0.08694267   ,         0
2908.json, -0.3111   , -0.3113   , -0.8979   , -0.1272089   ,         0
2909.json, 0.7918    , 0.2604    , -0.5525   , -0.2323496   ,         0
291.json , -0.3976   , 0.1315    , -0.9081   , 0.441684     ,         0
2910.json, 0.5417    , -0.0732   , -0.8374   , -0.05255098  ,         0
2911.json, 0.5823    , -0.0305   , -0.8124   , 0.5802175    ,         0
2912.json, 0.7011    , 0.327     , -0.6336   , -0.0346688   ,         0
2913.json, -0.7481   , 0.1753    , -0.64     , 0.03639882   ,         0
2914.json, 0.2597    , 0.0292    , -0.9653   , 0.126294     ,         0
2915.json, -0.4597   , 0.4276    , -0.7784   , 0.2861812    ,         0
2916.json, -0.2162   , -0.3137   , -0.9246   , 0.2222588    ,         0
2917.json, 0.3229    , -0.2289   , -0.9183   , 0.01169676   ,         0
2918.json, 0.7252    , 0.2975    , -0.621    , -0.2354855   ,         0
